drop_rate,replicate,major_category,category_label,feature,feature_label,effect_ratio,relative_to_full
0.1,73,カッパ,Kappa,hydrology,Water setting,3.9897606608904104,1.1819045003312243
0.1,73,ユウレイ,Yurei,death_ritual,Death ritual,4.768038596642579,1.0246768610803272
0.1,73,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4180644969633214,1.0601430858756489
0.1,73,カッパ,Kappa,livelihood,Livelihood,1.4973781396581713,1.0183500061176323
0.1,74,カッパ,Kappa,hydrology,Water setting,3.5375050982580736,1.047930828673512
0.1,74,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,74,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2818187982844484,0.9582859871724437
0.1,74,カッパ,Kappa,livelihood,Livelihood,1.4995948413550566,1.019857559972465
0.1,75,カッパ,Kappa,hydrology,Water setting,3.5404399532005835,1.0488002337730142
0.1,75,ユウレイ,Yurei,death_ritual,Death ritual,5.12818445438854,1.1020741219385068
0.1,75,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0986540603641264,0.8213522786575782
0.1,75,カッパ,Kappa,livelihood,Livelihood,1.6723562945051513,1.1373506782521619
0.1,76,カッパ,Kappa,hydrology,Water setting,3.4951401218892126,1.0353808637802273
0.1,76,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,76,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4654329600587375,1.0955556843482135
0.1,76,カッパ,Kappa,livelihood,Livelihood,1.48915798353239,1.012759570529406
0.1,77,カッパ,Kappa,hydrology,Water setting,3.4487829564867654,1.0216482750189948
0.1,77,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,77,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.357218436532001,1.0146546539974306
0.1,77,カッパ,Kappa,livelihood,Livelihood,1.4861654936890634,1.0107244118947576
0.1,78,カッパ,Kappa,hydrology,Water setting,3.4474799818330073,1.021262289056932
0.1,78,ユウレイ,Yurei,death_ritual,Death ritual,5.12818445438854,1.1020741219385068
0.1,78,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.418223228794627,1.0602617535764676
0.1,78,カッパ,Kappa,livelihood,Livelihood,1.5525004254915278,1.0558380518082358
0.1,79,カッパ,Kappa,hydrology,Water setting,3.4658517534719007,1.0267046404721218
0.1,79,ユウレイ,Yurei,death_ritual,Death ritual,2.7150730780375927,0.5834836490556647
0.1,79,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3333532378996305,0.9968130640152147
0.1,79,カッパ,Kappa,livelihood,Livelihood,1.6488228373164078,1.1213458391020479
0.1,80,カッパ,Kappa,hydrology,Water setting,3.4730764961104503,1.0288448580350298
0.1,80,ユウレイ,Yurei,death_ritual,Death ritual,4.7322618847020435,1.0169882553469725
0.1,80,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.390922200442285,1.0398515419767766
0.1,80,カッパ,Kappa,livelihood,Livelihood,0.8674490653857284,0.5899423383087121
0.1,81,カッパ,Kappa,hydrology,Water setting,3.382478055348454,1.002006480006685
0.1,81,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,81,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0961507985704735,0.8194808435512339
0.1,81,カッパ,Kappa,livelihood,Livelihood,1.4861654936890634,1.0107244118947576
0.1,82,カッパ,Kappa,hydrology,Water setting,3.833077365406299,1.1354895126166304
0.1,82,ユウレイ,Yurei,death_ritual,Death ritual,4.8524465446881635,1.042816578177937
0.1,82,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4841848403509703,1.1095745645060267
0.1,82,カッパ,Kappa,livelihood,Livelihood,1.4904362235294186,1.0136288871531218
0.1,83,カッパ,Kappa,hydrology,Water setting,3.4632461025436156,1.0259327569381995
0.1,83,ユウレイ,Yurei,death_ritual,Death ritual,4.768038596642579,1.0246768610803272
0.1,83,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0703790828001396,0.8002139439542273
0.1,83,カッパ,Kappa,livelihood,Livelihood,1.4916225560107474,1.0144356985106688
0.1,84,カッパ,Kappa,hydrology,Water setting,3.471892427758246,1.0284940962141798
0.1,84,ユウレイ,Yurei,death_ritual,Death ritual,4.836284621396655,1.039343294878799
0.1,84,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4486115820694412,1.082980045081846
0.1,84,カッパ,Kappa,livelihood,Livelihood,1.5399589105442097,1.0473087087618351
0.1,85,カッパ,Kappa,hydrology,Water setting,3.973853351296378,1.1771922074406644
0.1,85,ユウレイ,Yurei,death_ritual,Death ritual,4.836284621396655,1.039343294878799
0.1,85,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.469083468306246,1.0982847993403846
0.1,85,カッパ,Kappa,livelihood,Livelihood,1.6723562945051513,1.1373506782521619
0.1,86,カッパ,Kappa,hydrology,Water setting,3.8316057808641326,1.1350535785993212
0.1,86,ユウレイ,Yurei,death_ritual,Death ritual,5.12818445438854,1.1020741219385068
0.1,86,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.576849840559503,1.1788507924097018
0.1,86,カッパ,Kappa,livelihood,Livelihood,1.4789654619616954,1.0058277514190772
0.1,87,カッパ,Kappa,hydrology,Water setting,3.3784643395749456,1.000817479177071
0.1,87,ユウレイ,Yurei,death_ritual,Death ritual,4.746931956489765,1.0201409318210788
0.1,87,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3461284987064082,1.006363831588598
0.1,87,カッパ,Kappa,livelihood,Livelihood,1.4737030533205373,1.0022488465786872
0.1,88,カッパ,Kappa,hydrology,Water setting,3.8316057808641326,1.1350535785993212
0.1,88,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,88,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3171618010329547,0.9847083678738499
0.1,88,カッパ,Kappa,livelihood,Livelihood,1.559226762215103,1.0604125576475996
0.1,89,カッパ,Kappa,hydrology,Water setting,3.6089103689664785,1.069083528790315
0.1,89,ユウレイ,Yurei,death_ritual,Death ritual,2.7150730780375927,0.5834836490556647
0.1,89,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3297322582396462,0.9941060245548453
0.1,89,カッパ,Kappa,livelihood,Livelihood,1.4961710677880118,1.0175290901353526
0.1,90,カッパ,Kappa,hydrology,Water setting,3.678593904075628,1.0897261915324237
0.1,90,ユウレイ,Yurei,death_ritual,Death ritual,4.768038596642579,1.0246768610803272
0.1,90,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3509210513397139,1.009946737407603
0.1,90,カッパ,Kappa,livelihood,Livelihood,1.4703963575026535,1.0
0.1,91,カッパ,Kappa,hydrology,Water setting,3.863446216686951,1.144485812156684
0.1,91,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,91,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2423005141937578,0.9287421718282682
0.1,91,カッパ,Kappa,livelihood,Livelihood,1.500203724652064,1.0202716546442185
0.1,92,カッパ,Kappa,hydrology,Water setting,3.6742353158293497,1.088435027600245
0.1,92,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,92,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2371159860883005,0.9248662256803332
0.1,92,カッパ,Kappa,livelihood,Livelihood,1.4789654619616954,1.0058277514190772
0.1,93,カッパ,Kappa,hydrology,Water setting,3.450524279613208,1.0221641148937641
0.1,93,ユウレイ,Yurei,death_ritual,Death ritual,4.768038596642579,1.0246768610803272
0.1,93,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.427871672082815,1.0674749166331126
0.1,93,カッパ,Kappa,livelihood,Livelihood,1.630424751637657,1.1088335082703813
0.1,94,カッパ,Kappa,hydrology,Water setting,3.5274693020850316,1.0449578802514183
0.1,94,ユウレイ,Yurei,death_ritual,Death ritual,5.12818445438854,1.1020741219385068
0.1,94,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3415276651024437,1.0029242546547195
0.1,94,カッパ,Kappa,livelihood,Livelihood,1.4973781396581713,1.0183500061176323
0.1,95,カッパ,Kappa,hydrology,Water setting,3.4419561565145753,1.0196259417775337
0.1,95,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,95,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4764718811319084,1.1038083667024434
0.1,95,カッパ,Kappa,livelihood,Livelihood,1.4861654936890634,1.0107244118947576
0.1,96,カッパ,Kappa,hydrology,Water setting,3.4748115674566264,1.029358845917196
0.1,96,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,96,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4256359292071183,1.0658034783053487
0.1,96,カッパ,Kappa,livelihood,Livelihood,1.5136619715028539,1.0294244567319817
0.1,97,カッパ,Kappa,hydrology,Water setting,3.7583483420749184,1.1133522025151756
0.1,97,ユウレイ,Yurei,death_ritual,Death ritual,4.653211932214012,1.0
0.1,97,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4927859746398504,1.1160047607817043
0.1,97,カッパ,Kappa,livelihood,Livelihood,1.4826985077855146,1.0083665538343385
0.1,98,カッパ,Kappa,hydrology,Water setting,3.5331180347883224,1.0466312293995594
0.1,98,ユウレイ,Yurei,death_ritual,Death ritual,4.768038596642579,1.0246768610803272
0.1,98,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3565770034307165,1.0141751194848363
0.1,98,カッパ,Kappa,livelihood,Livelihood,1.5481215043712946,1.0528599968791073
0.1,99,カッパ,Kappa,hydrology,Water setting,3.604972962355976,1.0679171333625883
0.1,99,ユウレイ,Yurei,death_ritual,Death ritual,4.773179482082888,1.0257816647117113
0.1,99,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.426669502174602,1.0665761760476393
0.1,99,カッパ,Kappa,livelihood,Livelihood,1.630424751637657,1.1088335082703813
0.1,100,カッパ,Kappa,hydrology,Water setting,3.4433808556062213,1.0200479867098375
0.1,100,ユウレイ,Yurei,death_ritual,Death ritual,4.770584474510378,1.0252239837785595
0.1,100,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3529378846095717,1.011454519212297
0.1,100,カッパ,Kappa,livelihood,Livelihood,1.4916225560107474,1.0144356985106688
0.2,1,カッパ,Kappa,hydrology,Water setting,3.967542437767177,1.1753226975288344
0.2,1,ユウレイ,Yurei,death_ritual,Death ritual,2.7438460247565706,0.5896671083818528
0.2,1,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3365872002238972,0.9992307698426969
0.2,1,カッパ,Kappa,livelihood,Livelihood,1.5136619715028539,1.0294244567319817
0.2,2,カッパ,Kappa,hydrology,Water setting,3.6306218662070107,1.0755152219364867
0.2,2,ユウレイ,Yurei,death_ritual,Death ritual,5.132660302841287,1.1030360055831696
0.2,2,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4685798095472586,1.0979082647383798
0.2,2,カッパ,Kappa,livelihood,Livelihood,1.8657262434659263,1.2688594023959008
0.2,3,カッパ,Kappa,hydrology,Water setting,2.9715064219940843,0.8802625298666781
0.2,3,ユウレイ,Yurei,death_ritual,Death ritual,5.472716169449826,1.1761158204642295
0.2,3,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.301374376378618,0.9729057107119798
0.2,3,カッパ,Kappa,livelihood,Livelihood,1.677037516466569,1.1405343245782236
0.2,4,カッパ,Kappa,hydrology,Water setting,3.780133689218391,1.1198057725457153
0.2,4,ユウレイ,Yurei,death_ritual,Death ritual,2.3518334858239576,0.505421528201263
0.2,4,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3550741414915,1.013051581946665
0.2,4,カッパ,Kappa,livelihood,Livelihood,1.677808177803775,1.141058442672827
0.2,5,カッパ,Kappa,hydrology,Water setting,3.7904637420181073,1.1228658899137378
0.2,5,ユウレイ,Yurei,death_ritual,Death ritual,2.4469575366387377,0.525864192795205
0.2,5,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.363560949830381,1.0193963082978876
0.2,5,カッパ,Kappa,livelihood,Livelihood,0.9079006660712513,0.617453016282797
0.2,6,カッパ,Kappa,hydrology,Water setting,3.4730764961104503,1.0288448580350298
0.2,6,ユウレイ,Yurei,death_ritual,Death ritual,4.998606414569206,1.0742271118072315
0.2,6,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.534138374945422,1.1469197589092173
0.2,6,カッパ,Kappa,livelihood,Livelihood,1.5265720204203863,1.0382044355803102
0.2,7,カッパ,Kappa,hydrology,Water setting,3.4661560051006,1.0267947702818416
0.2,7,ユウレイ,Yurei,death_ritual,Death ritual,4.770584474510378,1.0252239837785595
0.2,7,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3351685050922626,0.9981701552952001
0.2,7,カッパ,Kappa,livelihood,Livelihood,0.7864460651509187,0.534853110277444
0.2,8,カッパ,Kappa,hydrology,Water setting,3.5404399532005835,1.0488002337730142
0.2,8,ユウレイ,Yurei,death_ritual,Death ritual,4.990172227109346,1.0724145600509982
0.2,8,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.51478831214587,1.1324536783239312
0.2,8,カッパ,Kappa,livelihood,Livelihood,1.6771150710946097,1.1405870686071684
0.2,9,カッパ,Kappa,hydrology,Water setting,2.9715064219940843,0.8802625298666781
0.2,9,ユウレイ,Yurei,death_ritual,Death ritual,4.836284621396655,1.039343294878799
0.2,9,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0649136824304661,0.796128018084241
0.2,9,カッパ,Kappa,livelihood,Livelihood,1.5203697981813102,1.0339863740981599
0.2,10,カッパ,Kappa,hydrology,Water setting,3.4639663272066525,1.0261461122852602
0.2,10,ユウレイ,Yurei,death_ritual,Death ritual,5.511850114145283,1.1845259133775856
0.2,10,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.323377846215592,0.9893554747832856
0.2,10,カッパ,Kappa,livelihood,Livelihood,1.5500600821041723,1.0541784017588436
0.2,11,カッパ,Kappa,hydrology,Water setting,3.6011578322927837,1.0667869604589262
0.2,11,ユウレイ,Yurei,death_ritual,Death ritual,4.871569193761941,1.0469261371991783
0.2,11,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.338236791905326,1.0004640023362326
0.2,11,カッパ,Kappa,livelihood,Livelihood,1.640500016546313,1.115685582445652
0.2,12,カッパ,Kappa,hydrology,Water setting,3.468695822666001,1.0275471517066204
0.2,12,ユウレイ,Yurei,death_ritual,Death ritual,2.937379027680041,0.6312583803339529
0.2,12,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3906511304402103,1.0396488904125474
0.2,12,カッパ,Kappa,livelihood,Livelihood,0.8006695811816117,0.544526363314367
0.2,13,カッパ,Kappa,hydrology,Water setting,3.4524237976297014,1.0227268175426125
0.2,13,ユウレイ,Yurei,death_ritual,Death ritual,4.770584474510378,1.0252239837785595
0.2,13,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3504101291561743,1.0095647726792991
0.2,13,カッパ,Kappa,livelihood,Livelihood,0.7899648734341377,0.5372462121545429
0.2,14,カッパ,Kappa,hydrology,Water setting,3.8331259083055804,1.1355038926950352
0.2,14,ユウレイ,Yurei,death_ritual,Death ritual,5.119334456301025,1.100172210266217
0.2,14,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4706962960784082,1.099490547185442
0.2,14,カッパ,Kappa,livelihood,Livelihood,1.4789654619616954,1.0058277514190772
0.2,15,カッパ,Kappa,hydrology,Water setting,2.7793075158757685,0.8233265952561846
0.2,15,ユウレイ,Yurei,death_ritual,Death ritual,4.946784096980291,1.0630902200550743
0.2,15,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4282705025782771,1.0677730817681301
0.2,15,カッパ,Kappa,livelihood,Livelihood,1.4768981298425177,1.0044217821315247
0.2,16,カッパ,Kappa,hydrology,Water setting,3.4304296080398515,1.0162113811876958
0.2,16,ユウレイ,Yurei,death_ritual,Death ritual,2.1398128151133324,0.45985715808461
0.2,16,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2584784327199063,0.9408367616766732
0.2,16,カッパ,Kappa,livelihood,Livelihood,1.4994134230784752,1.0197341794460812
0.2,17,カッパ,Kappa,hydrology,Water setting,3.973060275167126,1.1769572709805762
0.2,17,ユウレイ,Yurei,death_ritual,Death ritual,4.891030983409666,1.0511085793340385
0.2,17,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.429291650306528,1.0685364904184989
0.2,17,カッパ,Kappa,livelihood,Livelihood,1.8073039712407224,1.2291270731316817
0.2,18,カッパ,Kappa,hydrology,Water setting,3.6956966254975154,1.0947926065719487
0.2,18,ユウレイ,Yurei,death_ritual,Death ritual,5.002776930877443,1.0751233779496276
0.2,18,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.229563718780783,0.9192201609308844
0.2,18,カッパ,Kappa,livelihood,Livelihood,1.5653831155561186,1.0645994242088523
0.2,19,カッパ,Kappa,hydrology,Water setting,3.934450219206979,1.1655196428179
0.2,19,ユウレイ,Yurei,death_ritual,Death ritual,5.384620726598418,1.1571836411148373
0.2,19,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3757336288846782,1.0284965865741094
0.2,19,カッパ,Kappa,livelihood,Livelihood,1.5400370016979046,1.047361817675834
0.2,20,カッパ,Kappa,hydrology,Water setting,3.934450219206979,1.1655196428179
0.2,20,ユウレイ,Yurei,death_ritual,Death ritual,4.966813010458,1.0673945401181792
0.2,20,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3590893026750661,1.0160533109770082
0.2,20,カッパ,Kappa,livelihood,Livelihood,0.910987169100498,0.6195521122262124
0.2,21,カッパ,Kappa,hydrology,Water setting,3.6129981722805398,1.0702944769007414
0.2,21,ユウレイ,Yurei,death_ritual,Death ritual,5.132660302841287,1.1030360055831696
0.2,21,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.433261804555583,1.0715045723259218
0.2,21,カッパ,Kappa,livelihood,Livelihood,1.509044891826983,1.0262844328518135
0.2,22,カッパ,Kappa,hydrology,Water setting,3.4687607398492113,1.0275663824117947
0.2,22,ユウレイ,Yurei,death_ritual,Death ritual,4.980724330240718,1.0703841567497387
0.2,22,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.072200195925601,0.801575405645631
0.2,22,カッパ,Kappa,livelihood,Livelihood,1.5630220323222006,1.062993678097016
0.2,23,カッパ,Kappa,hydrology,Water setting,3.384355730793457,1.0025627121336806
0.2,23,ユウレイ,Yurei,death_ritual,Death ritual,4.946784096980291,1.0630902200550743
0.2,23,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3546792476924892,1.0127563598805511
0.2,23,カッパ,Kappa,livelihood,Livelihood,1.5565463198602236,1.0585896189949007
0.2,24,カッパ,Kappa,hydrology,Water setting,2.919303066601664,0.8647980983092918
0.2,24,ユウレイ,Yurei,death_ritual,Death ritual,4.768038596642579,1.0246768610803272
0.2,24,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4779476194558188,1.1049116266627663
0.2,24,カッパ,Kappa,livelihood,Livelihood,1.4961710677880118,1.0175290901353526
0.2,25,カッパ,Kappa,hydrology,Water setting,4.307329763695834,1.2759794044855286
0.2,25,ユウレイ,Yurei,death_ritual,Death ritual,5.56413733318563,1.1957627149249994
0.2,25,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.610644829601015,1.2041158801728635
0.2,25,カッパ,Kappa,livelihood,Livelihood,1.5633786438456683,1.0632362055772073
0.2,26,カッパ,Kappa,hydrology,Water setting,3.950117986550787,1.1701609750449957
0.2,26,ユウレイ,Yurei,death_ritual,Death ritual,5.113191989368014,1.0988521614434916
0.2,26,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3594509304567743,1.0163236634139106
0.2,26,カッパ,Kappa,livelihood,Livelihood,1.5399589105442097,1.0473087087618351
0.2,27,カッパ,Kappa,hydrology,Water setting,3.568666442200267,1.0571618918304253
0.2,27,ユウレイ,Yurei,death_ritual,Death ritual,4.891030983409666,1.0511085793340385
0.2,27,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1002818443450042,0.8225692077438943
0.2,27,カッパ,Kappa,livelihood,Livelihood,1.5543774736082037,1.0571146110890706
0.2,28,カッパ,Kappa,hydrology,Water setting,3.477630279176748,1.0301938453946846
0.2,28,ユウレイ,Yurei,death_ritual,Death ritual,4.841378161677983,1.0404379237836348
0.2,28,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.40322000000813,1.04904536017696
0.2,28,カッパ,Kappa,livelihood,Livelihood,1.5698510532849144,1.0676380183307692
0.2,29,カッパ,Kappa,hydrology,Water setting,2.8518521326729163,0.8448168089193314
0.2,29,ユウレイ,Yurei,death_ritual,Death ritual,2.7150730780375927,0.5834836490556647
0.2,29,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3993891383933588,1.0461814132531473
0.2,29,カッパ,Kappa,livelihood,Livelihood,1.5174908148001887,1.0320284099299057
0.2,30,カッパ,Kappa,hydrology,Water setting,3.4748115674566264,1.029358845917196
0.2,30,ユウレイ,Yurei,death_ritual,Death ritual,4.9527224603809366,1.0643664059428335
0.2,30,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4294012389747253,1.0686184187575332
0.2,30,カッパ,Kappa,livelihood,Livelihood,1.7160765275039618,1.1670843162442104
0.2,31,カッパ,Kappa,hydrology,Water setting,3.839589447765321,1.1374186156633626
0.2,31,ユウレイ,Yurei,death_ritual,Death ritual,4.746931956489765,1.0201409318210788
0.2,31,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4367915967104623,1.074143440131714
0.2,31,カッパ,Kappa,livelihood,Livelihood,1.4789654619616954,1.0058277514190772
0.2,32,カッパ,Kappa,hydrology,Water setting,3.450524279613208,1.0221641148937641
0.2,32,ユウレイ,Yurei,death_ritual,Death ritual,5.41715966304278,1.1641764316686256
0.2,32,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4992744494390655,1.1208555357013195
0.2,32,カッパ,Kappa,livelihood,Livelihood,1.6356062451030315,1.11235738361116
0.2,33,カッパ,Kappa,hydrology,Water setting,3.544014527458127,1.0498591457631927
0.2,33,ユウレイ,Yurei,death_ritual,Death ritual,4.949030379231756,1.0635729580614637
0.2,33,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4899173844157236,1.1138602066384824
0.2,33,カッパ,Kappa,livelihood,Livelihood,1.5051781737381498,1.023654721434818
0.2,34,カッパ,Kappa,hydrology,Water setting,3.6110442307839334,1.0697156521429405
0.2,34,ユウレイ,Yurei,death_ritual,Death ritual,2.9525648517335963,0.6345218947138642
0.2,34,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3147649572391786,0.9829164907192233
0.2,34,カッパ,Kappa,livelihood,Livelihood,1.5013360448812874,1.0210417328775094
0.2,35,カッパ,Kappa,hydrology,Water setting,3.4433808556062213,1.0200479867098375
0.2,35,ユウレイ,Yurei,death_ritual,Death ritual,4.746931956489765,1.0201409318210788
0.2,35,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.357213801416905,1.0146511887917
0.2,35,カッパ,Kappa,livelihood,Livelihood,0.8649641001923853,0.5882523414716936
0.2,36,カッパ,Kappa,hydrology,Water setting,2.792874929617883,0.8273457304180621
0.2,36,ユウレイ,Yurei,death_ritual,Death ritual,5.326660528106118,1.1447276861021194
0.2,36,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1077209055373132,0.8281306397558518
0.2,36,カッパ,Kappa,livelihood,Livelihood,1.5428568652865338,1.049279575139147
0.2,37,カッパ,Kappa,hydrology,Water setting,3.490031969718003,1.0338676532012796
0.2,37,ユウレイ,Yurei,death_ritual,Death ritual,4.866431464190006,1.0458220117806978
0.2,37,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.325311926938145,0.9908013908963613
0.2,37,カッパ,Kappa,livelihood,Livelihood,1.4804413609648048,1.0068314937063718
0.2,38,カッパ,Kappa,hydrology,Water setting,3.6129981722805398,1.0702944769007414
0.2,38,ユウレイ,Yurei,death_ritual,Death ritual,2.7438460247565706,0.5896671083818528
0.2,38,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3392335123042025,1.0012091491484425
0.2,38,カッパ,Kappa,livelihood,Livelihood,1.490483024008916,1.0136607156320612
0.2,39,カッパ,Kappa,hydrology,Water setting,3.545074013031548,1.050173001874798
0.2,39,ユウレイ,Yurei,death_ritual,Death ritual,2.7279880785351076,0.58625915137227
0.2,39,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4800030230727201,1.1064482436063596
0.2,39,カッパ,Kappa,livelihood,Livelihood,0.7899648734341377,0.5372462121545429
0.2,40,カッパ,Kappa,hydrology,Water setting,3.5706634200878113,1.0577534654492358
0.2,40,ユウレイ,Yurei,death_ritual,Death ritual,4.987286179383065,1.0717943330404252
0.2,40,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.485259517089845,1.1103779913718068
0.2,40,カッパ,Kappa,livelihood,Livelihood,1.5400370016979046,1.047361817675834
0.2,41,カッパ,Kappa,hydrology,Water setting,3.500955135903793,1.0371034711788847
0.2,41,ユウレイ,Yurei,death_ritual,Death ritual,2.755778867174638,0.5922315397019603
0.2,41,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1135346027500255,0.8324769518711539
0.2,41,カッパ,Kappa,livelihood,Livelihood,1.5980357054605474,1.086806082799796
0.2,42,カッパ,Kappa,hydrology,Water setting,4.162906793960428,1.2331963474578966
0.2,42,ユウレイ,Yurei,death_ritual,Death ritual,2.288369570372412,0.4917827951334249
0.2,42,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4134093198829725,1.056662881832866
0.2,42,カッパ,Kappa,livelihood,Livelihood,1.490483024008916,1.0136607156320612
0.2,43,カッパ,Kappa,hydrology,Water setting,1.7918953732039005,0.5308211157808499
0.2,43,ユウレイ,Yurei,death_ritual,Death ritual,4.9782641371351914,1.0698554481627744
0.2,43,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.053472346751179,0.7875744911187519
0.2,43,カッパ,Kappa,livelihood,Livelihood,1.4770177359711358,1.0045031249123386
0.2,44,カッパ,Kappa,hydrology,Water setting,3.9398851946841758,1.1671296697146651
0.2,44,ユウレイ,Yurei,death_ritual,Death ritual,2.3067468383424807,0.4957321677899428
0.2,44,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4857104896567017,1.1107151378483575
0.2,44,カッパ,Kappa,livelihood,Livelihood,1.5197351024516808,1.0335547246817347
